Date,Adj Close
2021-01-04,362.56134033203125
2021-01-05,358.35528564453125
2021-01-06,352.8999938964844
2021-01-07,350.8971862792969
2021-01-08,352.8236999511719
2021-01-11,347.1680603027344
2021-01-12,347.34930419921875
2021-01-13,349.9720153808594
2021-01-14,345.5848388671875
2021-01-15,345.40362548828125
2021-01-19,338.0694274902344
2021-01-20,344.58343505859375
2021-01-21,346.0140380859375
2021-01-22,345.5371398925781
2021-01-25,345.1366271972656
2021-01-26,348.09320068359375
2021-01-27,339.900634765625
2021-01-28,340.5396423339844
2021-01-29,336.12384033203125
2021-02-01,334.3022155761719
2021-02-02,339.1280517578125
2021-02-03,338.7751770019531
2021-02-04,340.05572509765625
2021-02-05,339.4059143066406
2021-02-08,343.85906982421875
2021-02-09,343.6010437011719
2021-02-10,340.313720703125
2021-02-11,336.5677490234375
2021-02-12,337.0932922363281
2021-02-16,338.287841796875
2021-02-17,342.1485290527344
2021-02-18,341.0782470703125
2021-02-19,339.02362060546875
2021-02-22,334.666015625
2021-02-23,326.96380615234375
2021-02-24,325.5781555175781
2021-02-25,319.0799560546875
2021-02-26,316.3087158203125
2021-03-01,317.0444641113281
2021-03-02,313.88140869140625
2021-03-03,309.54296875
2021-03-04,304.8795166015625
2021-03-05,303.2358703613281
2021-03-08,297.5977478027344
2021-03-09,304.63104248046875
2021-03-10,309.45684814453125
2021-03-11,314.06298828125
2021-03-12,316.4425048828125
2021-03-15,315.8404541015625
2021-03-16,312.72509765625
2021-03-17,314.5790100097656
2021-03-18,308.6446228027344
2021-03-19,314.3114318847656
2021-03-22,319.64373779296875
2021-03-23,325.2341003417969
2021-03-24,323.0362243652344
2021-03-25,330.96783447265625
2021-03-26,336.3957214355469
2021-03-29,340.3424377441406
2021-03-30,334.2264709472656
2021-03-31,336.8353271484375
2021-04-01,339.1861267089844
2021-04-05,344.80511474609375
2021-04-06,344.1362609863281
2021-04-07,342.88433837890625
2021-04-08,345.1873474121094
2021-04-09,347.08905029296875
2021-04-12,348.6180419921875
2021-04-13,349.0002746582031
2021-04-14,347.0508728027344
2021-04-15,352.4309997558594
2021-04-16,354.2657775878906
2021-04-19,353.1476135253906
2021-04-20,355.23095703125
2021-04-21,357.486083984375
2021-04-22,354.7817077636719
2021-04-23,356.7120056152344
2021-04-26,352.1633605957031
2021-04-27,353.7783203125
2021-04-28,353.18585205078125
2021-04-29,357.7251892089844
2021-04-30,356.33648681640625
2021-05-03,363.260498046875
2021-05-04,359.4011535644531
2021-05-05,356.729248046875
2021-05-06,366.5548400878906
2021-05-07,368.0487976074219
2021-05-10,365.32904052734375
2021-05-11,362.1687316894531
2021-05-12,356.44195556640625
2021-05-13,363.4615783691406
2021-05-14,368.14453125
2021-05-17,367.7040100097656
2021-05-18,366.6026916503906
2021-05-19,363.58612060546875
2021-05-20,367.34014892578125
2021-05-21,364.6011962890625
2021-05-24,367.21563720703125
2021-05-25,369.06390380859375
2021-05-26,369.293701171875
2021-05-27,371.0941467285156
2021-05-28,362.2549133300781
2021-06-01,362.21661376953125
2021-06-02,364.47674560546875
2021-06-03,367.6177978515625
2021-06-04,371.11328125
2021-06-07,364.29473876953125
2021-06-08,363.6244201660156
2021-06-09,363.87335205078125
2021-06-10,366.79425048828125
2021-06-11,365.66424560546875
2021-06-14,367.5124816894531
2021-06-15,367.6561584472656
2021-06-16,363.3465881347656
2021-06-17,368.46051025390625
2021-06-18,364.7544250488281
2021-06-21,370.4237365722656
2021-06-22,375.5760192871094
2021-06-23,375.3748779296875
2021-06-24,375.4706115722656
2021-06-25,377.80743408203125
2021-06-28,379.75146484375
2021-06-29,381.9061279296875
2021-06-30,378.9182434082031
2021-07-01,377.8265075683594
2021-07-02,382.0498352050781
2021-07-06,381.97314453125
2021-07-07,387.5467834472656
2021-07-08,389.91217041015625
2021-07-09,394.9112243652344
2021-07-12,390.61126708984375
2021-07-13,389.8260192871094
2021-07-14,392.5936584472656
2021-07-15,394.3844909667969
2021-07-16,392.9959411621094
2021-07-19,396.6158142089844
2021-07-20,398.6173400878906
2021-07-21,397.4394836425781
2021-07-22,399.8623046875
2021-07-23,405.50299072265625
2021-07-26,405.3114318847656
2021-07-27,406.37445068359375
2021-07-28,404.34417724609375
2021-07-29,408.0380859375
2021-07-30,412.298095703125
2021-08-02,411.5304870605469
2021-08-03,417.43121337890625
2021-08-04,417.40240478515625
2021-08-05,425.2220153808594
2021-08-06,421.80633544921875
2021-08-09,422.6122131347656
2021-08-10,425.0685119628906
2021-08-11,426.2869567871094
2021-08-12,427.303955078125
2021-08-13,429.6642761230469
2021-08-16,434.49993896484375
2021-08-17,434.0009765625
2021-08-18,428.1195373535156
2021-08-19,435.8431701660156
2021-08-20,440.3813781738281
2021-08-23,436.48602294921875
2021-08-24,433.4732971191406
2021-08-25,432.93597412109375
2021-08-26,431.0938720703125
2021-08-27,432.08203125
2021-08-30,437.4454040527344
2021-08-31,437.0232238769531
2021-09-01,438.01153564453125
2021-09-02,442.2810974121094
2021-09-03,443.79705810546875
2021-09-07,440.9667053222656
2021-09-08,446.8193359375
2021-09-09,447.04962158203125
2021-09-10,446.30126953125
2021-09-13,441.0242004394531
2021-09-14,439.8249206542969
2021-09-15,442.0509033203125
2021-09-16,444.5262451171875
2021-09-17,440.8803405761719
2021-09-20,432.84967041015625
2021-09-21,433.78033447265625
2021-09-22,433.991455078125
2021-09-23,434.4231872558594
2021-09-24,448.7862854003906
2021-09-27,441.8877868652344
2021-09-28,429.21331787109375
2021-09-29,433.4732971191406
2021-09-30,431.1322326660156
2021-10-01,430.1535949707031
2021-10-04,422.29559326171875
2021-10-05,428.14825439453125
2021-10-06,431.1226806640625
2021-10-07,434.5094909667969
2021-10-08,433.5309143066406
2021-10-11,431.4680480957031
2021-10-12,428.7528076171875
2021-10-13,427.24639892578125
2021-10-14,432.38909912109375
2021-10-15,434.0490417480469
2021-10-18,443.2214660644531
2021-10-19,448.1434020996094
2021-10-20,450.7243347167969
2021-10-21,457.8818664550781
2021-10-22,462.4488830566406
2021-10-25,470.23016357421875
2021-10-26,465.8454284667969
2021-10-27,469.2802429199219
2021-10-28,471.4040832519531
2021-10-29,472.37469482421875
2021-11-01,472.6918640136719
2021-11-02,477.6122131347656
2021-11-03,482.7439880371094
2021-11-04,495.5157775878906
2021-11-05,493.11322021484375
2021-11-08,484.16632080078125
2021-11-09,488.8752136230469
2021-11-10,485.800048828125
2021-11-11,492.2099304199219
2021-11-12,497.00543212890625
2021-11-15,499.6193542480469
2021-11-16,506.1830139160156
2021-11-17,505.76983642578125
2021-11-18,508.7298278808594
2021-11-19,512.9774169921875
2021-11-22,518.60888671875
2021-11-23,524.0001831054688
2021-11-24,528.2958374023438
2021-11-26,524.8363037109375
2021-11-29,533.2450561523438
2021-11-30,518.3494262695312
2021-12-01,509.1813659667969
2021-12-02,505.0203552246094
2021-12-03,508.3068542480469
2021-12-06,512.4104614257812
2021-12-07,520.8865356445312
2021-12-08,509.4407958984375
2021-12-09,503.88623046875
2021-12-10,537.031494140625
2021-12-13,535.493896484375
2021-12-14,524.0770874023438
2021-12-15,543.4317626953125
2021-12-16,531.0828857421875
2021-12-17,526.2584838867188
2021-12-20,527.1714477539062
2021-12-21,524.1635131835938
2021-12-22,528.2382202148438
2021-12-23,528.9109497070312
2021-12-27,541.5
2021-12-28,542.6244506835938
2021-12-29,545.6324462890625
2021-12-30,541.9229736328125
2021-12-31,545.565185546875
2022-01-03,544.6138916015625
2022-01-04,542.2305297851562
2022-01-05,528.4783935546875
2022-01-06,528.3632202148438
2022-01-07,515.274169921875
2022-01-10,498.5719299316406
2022-01-11,501.6758728027344
2022-01-12,505.2989807128906
2022-01-13,496.7267150878906
2022-01-14,483.3782653808594
2022-01-18,469.03997802734375
2022-01-19,471.04852294921875
2022-01-20,463.9947509765625
2022-01-21,462.83184814453125
2022-01-24,469.8376159667969
2022-01-25,458.7091369628906
2022-01-26,464.6194152832031
2022-01-27,463.7063903808594
2022-01-28,473.23004150390625
2022-01-31,485.434814453125
2022-02-01,488.5869445800781
2022-02-02,501.6663818359375
2022-02-03,502.18603515625
2022-02-04,500.2611083984375
2022-02-07,496.5267639160156
2022-02-08,501.58929443359375
2022-02-09,508.98101806640625
2022-02-10,499.0194396972656
2022-02-11,490.5401916503906
2022-02-14,487.5469055175781
2022-02-15,494.630615234375
2022-02-16,493.167724609375
2022-02-17,495.6797790527344
2022-02-18,493.4275817871094
2022-02-22,483.331298828125
2022-02-23,476.6710510253906
2022-02-24,486.60369873046875
2022-02-25,498.0666198730469
2022-02-28,499.7606201171875
2022-03-01,503.30255126953125
2022-03-02,508.18218994140625
2022-03-03,513.0426635742188
2022-03-04,505.7760925292969
2022-03-07,508.6826171875
2022-03-08,503.7162170410156
2022-03-09,507.8453063964844
2022-03-10,512.7249755859375
2022-03-11,507.6238708496094
2022-03-14,506.2091369628906
2022-03-15,521.9646606445312
2022-03-16,522.9945678710938
2022-03-17,532.0418090820312
2022-03-18,540.2803344726562
2022-03-21,534.6790161132812
2022-03-22,538.4229736328125
2022-03-23,533.2255859375
2022-03-24,537.1619873046875
2022-03-25,534.8521118164062
2022-03-28,543.9955444335938
2022-03-29,548.5866088867188
2022-03-30,554.8329467773438
2022-03-31,554.2361450195312
2022-04-01,553.9666748046875
2022-04-04,553.5432739257812
2022-04-05,553.72607421875
2022-04-06,562.840576171875
2022-04-07,585.2275390625
2022-04-08,577.5183715820312
2022-04-11,562.7252197265625
2022-04-12,559.5393676757812
2022-04-13,568.9041748046875
2022-04-14,568.23046875
2022-04-18,560.2708129882812
2022-04-19,571.9937133789062
2022-04-20,580.8772583007812
2022-04-21,569.52978515625
2022-04-22,550.2420043945312
2022-04-25,546.883056640625
2022-04-26,532.975341796875
2022-04-27,533.2832641601562
2022-04-28,541.7860107421875
2022-04-29,512.5950927734375
2022-05-02,509.92474365234375
2022-05-03,509.08612060546875
2022-05-04,524.8480224609375
2022-05-05,498.7130126953125
2022-05-06,485.25518798828125
2022-05-09,480.88818359375
2022-05-10,483.4235534667969
2022-05-11,471.4888610839844
2022-05-12,468.6931457519531
2022-05-13,479.38421630859375
2022-05-16,476.7427978515625
2022-05-17,472.8288269042969
2022-05-18,413.95538330078125
2022-05-19,407.7181091308594
2022-05-20,401.451904296875
2022-05-23,414.03253173828125
2022-05-24,421.96649169921875
2022-05-25,424.2801208496094
2022-05-26,448.2652893066406
2022-05-27,453.8277587890625
